Gender,Age,Debt,Married,BankCustomer,Job,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
0,36.48,2.082,1,1,7,White,1.794,1,1,0,0,ByBirth,80,0,1
0,22.79,0.0,1,0,6,Latino,0.288,1,0,0,1,ByBirth,86,0,0
0,22.92,0.828,1,1,4,Black,0.0,1,0,0,0,ByOtherMeans,140,0,0
0,17.32,0.0,1,1,8,Black,0.117,1,1,0,1,ByBirth,711,0,1
0,58.92,1.862,1,0,8,White,0.689,1,0,0,0,ByBirth,180,0,0
0,25.44,2.086,1,1,9,Other,1.742,1,1,0,0,ByBirth,396,0,1
0,24.67,5.115,1,1,2,White,1.434,1,0,0,1,ByBirth,0,0,0
0,44.7,1.695,1,1,4,Latino,2.448,1,0,0,0,ByBirth,164,0,0
0,15.17,2.301,1,1,6,Latino,0.0,1,0,0,1,ByBirth,200,0,0
0,24.46,3.199,1,1,7,White,0.0,1,0,0,0,ByBirth,108,0,0
0,25.67,1.96,1,1,1,White,0.0,1,0,0,0,ByBirth,140,0,0
0,23.78,1.638,1,1,4,White,0.221,1,0,0,0,ByBirth,100,0,0
0,23.75,4.475,1,0,5,Black,0.42,1,0,0,1,ByBirth,0,0,0
0,29.04,0.41,1,0,11,Latino,2.133,1,0,0,0,ByOtherMeans,928,0,0
0,35.4,6.348,1,0,6,White,0.208,1,0,0,1,ByBirth,280,0,0
