Gender,Age,Debt,Married,BankCustomer,Job,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
1,22.84,0.364,1,1,4,White,5.718,1,0,0,1,ByBirth,70,279,1
1,28.94,0.0,1,0,2,White,5.638,1,0,1,1,ByBirth,0,0,1
0,13.75,3.218,1,1,3,Asian,8.782,0,0,0,1,ByBirth,0,434,1
0,26.59,0.0,1,1,4,White,12.031,1,0,1,1,ByBirth,80,86,1
1,13.75,1.444,1,0,4,White,5.456,1,0,0,1,ByBirth,510,367,1
1,52.81,0.706,1,0,13,White,4.05,0,0,0,1,ByBirth,491,82,1
1,68.83,0.0,1,1,4,White,4.39,1,0,0,1,ByBirth,180,2437,1
1,45.11,5.276,1,1,4,White,17.327,1,0,0,1,ByBirth,40,0,1
1,18.82,0.0,1,1,3,Asian,6.517,1,0,2,1,ByBirth,80,3178,1
1,62.58,1.358,1,1,2,White,6.116,1,0,1,1,ByBirth,399,3384,1
1,21.55,1.252,1,1,13,Other,5.645,1,0,0,1,ByBirth,100,715,1
1,57.09,0.849,1,1,4,White,4.576,1,0,0,1,ByBirth,0,1005,1
0,15.54,0.793,1,1,6,White,16.488,0,0,0,1,ByBirth,320,192,1
0,22.84,0.622,1,1,4,White,28.5,1,0,0,1,ByBirth,500,0,1
1,51.82,0.0,1,1,8,White,16.012,1,0,1,1,ByBirth,290,0,1
1,40.78,0.568,1,1,9,White,11.099,0,0,2,1,ByBirth,375,1192,1
1,23.63,0.0,1,1,9,White,23.426,1,0,2,1,ByBirth,583,0,1
0,33.09,0.0,1,1,11,White,4.369,1,0,0,1,ByBirth,93,0,1
1,22.07,2.168,1,1,13,Latino,9.822,1,0,2,1,ByBirth,0,0,1
1,42.12,0.0,1,1,7,White,9.746,1,0,1,1,ByBirth,80,2021,1
1,17.97,1.184,1,1,2,White,20.552,1,0,0,1,ByBirth,349,415,1
1,23.41,0.0,1,0,7,White,4.019,1,0,0,1,ByBirth,360,0,1
1,22.95,0.0,1,1,4,White,26.887,1,0,0,1,ByBirth,400,324,1
0,22.44,0.264,1,1,0,White,12.201,1,0,0,1,ByBirth,0,355,1
0,25.73,0.229,1,1,4,White,4.948,1,0,0,1,ByBirth,164,1493,1
1,43.68,1.415,1,1,1,White,23.399,1,0,0,1,ByBirth,0,186,1
1,50.51,1.014,1,1,9,White,4.809,1,0,0,1,ByBirth,164,0,1
0,25.82,11.965,1,1,6,White,10.764,1,0,0,1,ByBirth,164,0,1
1,28.63,0.0,1,1,0,White,28.5,1,0,0,1,ByBirth,450,2540,1
1,16.91,9.774,1,1,6,White,6.014,0,0,0,1,ByBirth,360,492,1
1,13.75,0.0,1,1,8,White,4.898,0,0,0,1,ByBirth,100,3085,1
0,36.43,11.369,1,1,7,White,9.717,1,0,0,1,ByBirth,100,42,1
0,24.3,0.0,1,1,3,White,5.071,1,0,0,1,ByBirth,96,0,1
1,39.51,1.267,1,0,2,White,15.607,1,0,0,1,ByBirth,216,0,1
0,39.9,6.501,1,1,3,White,9.476,1,0,0,1,ByBirth,420,0,1
0,17.44,2.732,1,0,8,Asian,21.29,1,0,0,1,ByBirth,0,1260,1
1,28.0,1.469,1,1,13,White,5.748,1,0,0,1,ByBirth,260,231,1
1,34.95,6.755,1,1,9,White,7.014,1,0,0,1,ByBirth,0,11,1
1,46.11,11.878,1,0,10,White,7.293,1,0,0,1,ByBirth,290,704,1
1,22.03,1.602,1,1,8,White,5.561,0,0,0,1,ByBirth,200,333,1
0,21.82,0.916,1,0,4,White,14.662,1,0,0,1,ByBirth,0,2245,1
1,25.1,2.753,1,1,4,Asian,4.286,0,0,1,1,ByBirth,230,503,1
1,13.99,0.347,1,1,4,White,14.828,1,0,0,1,ByBirth,80,1801,1
0,49.48,3.287,1,1,4,White,9.666,1,0,0,1,ByBirth,0,488,1
1,27.48,2.64,1,1,13,White,6.118,0,0,0,1,ByBirth,164,1916,1
1,61.28,2.785,1,0,12,Other,7.207,1,0,1,1,ByBirth,380,1628,1
0,25.24,0.0,1,1,4,White,7.665,1,0,1,1,ByBirth,0,274,1
1,76.75,4.59,1,1,4,White,8.158,1,0,0,1,ByBirth,232,1251,1
1,33.02,0.0,1,0,0,Latino,7.068,1,0,0,1,ByBirth,164,132,1
0,28.9,0.0,1,1,8,White,25.189,0,0,0,1,ByBirth,0,1114,1
1,13.75,16.407,1,1,4,Other,22.335,1,0,0,1,ByBirth,300,483,1
1,58.9,5.868,1,1,1,Asian,9.86,1,0,0,1,ByBirth,0,4173,1
1,47.8,0.0,1,0,0,White,9.37,0,0,0,1,ByBirth,120,0,1
1,40.24,0.313,1,1,7,White,20.96,0,0,0,1,ByBirth,0,137,1
1,17.57,0.463,1,1,9,White,10.089,1,0,1,1,ByBirth,150,0,1
1,57.48,0.217,1,0,7,Asian,7.2,1,0,1,1,ByBirth,160,558,1
0,22.95,2.026,1,1,5,Asian,4.119,1,0,0,1,ByBirth,181,2191,1
1,17.9,0.0,1,0,0,White,10.718,1,0,1,1,ByBirth,100,677,1
0,44.2,3.832,1,0,9,White,14.559,1,0,0,1,ByBirth,96,0,1
0,40.25,2.64,1,0,9,White,6.323,1,0,0,1,ByBirth,200,0,1
0,64.79,4.117,1,1,8,Asian,4.937,1,0,0,1,ByBirth,120,0,1
1,61.56,0.0,1,1,7,Latino,5.647,1,0,0,1,ByBirth,0,0,1
1,13.75,24.094,1,1,7,White,11.981,1,0,2,1,ByBirth,140,428,1
0,51.35,2.813,1,1,4,Latino,10.12,0,0,0,1,ByBirth,274,0,1
1,13.75,2.807,1,1,8,Latino,10.546,0,0,0,1,ByBirth,120,0,1
1,28.47,2.046,1,0,8,White,4.712,1,0,0,1,ByBirth,160,5000,1
1,18.18,0.572,1,1,4,Other,10.477,1,0,0,1,ByBirth,240,4785,1
1,60.62,1.857,1,1,13,Asian,8.738,1,0,0,1,Temporary,450,3576,1
1,21.69,0.0,1,1,13,White,19.627,1,0,0,1,ByBirth,211,1220,1
1,22.05,7.762,1,1,1,White,10.104,1,0,0,1,ByBirth,80,2298,1
0,15.9,7.451,1,0,7,White,5.581,1,0,0,1,ByBirth,0,1942,1
1,17.3,0.69,1,1,2,White,17.079,1,0,0,1,ByBirth,431,1745,1
1,53.47,0.0,1,1,1,White,16.711,1,0,2,1,ByBirth,300,0,1
1,29.13,0.0,1,1,8,White,6.999,1,0,1,1,ByBirth,73,9,1
1,55.57,0.0,1,0,9,White,17.142,1,0,0,1,ByBirth,195,0,1
1,17.96,2.081,1,1,8,White,9.678,1,0,0,1,ByBirth,100,241,1
1,13.75,2.839,1,1,2,White,13.042,1,0,0,1,ByBirth,432,0,1
1,22.49,0.0,1,1,4,White,12.054,1,0,1,1,ByBirth,480,1458,1
0,70.97,0.0,1,1,13,White,15.073,1,0,1,1,ByBirth,239,23,1
1,23.06,0.0,1,1,4,White,4.812,0,0,2,1,ByBirth,100,934,1
0,31.51,1.755,1,1,4,Asian,10.003,1,0,0,1,ByBirth,100,25,1
0,20.38,5.598,1,1,1,White,19.416,1,0,0,1,ByBirth,120,53,1
1,13.75,9.334,1,1,13,White,20.171,1,0,1,1,ByBirth,0,0,1
0,16.53,0.0,1,1,4,White,5.336,1,0,0,1,ByBirth,100,0,1
1,71.6,2.432,1,1,2,Asian,4.328,1,0,2,1,ByBirth,96,859,1
1,20.68,8.537,1,1,7,White,16.112,1,0,0,1,ByBirth,300,0,1
0,24.99,0.0,1,1,13,White,8.905,1,0,1,1,ByBirth,0,5000,1
1,27.17,0.679,1,1,7,White,6.037,1,0,0,1,ByBirth,220,0,1
0,66.54,0.652,1,1,1,White,27.068,1,0,0,1,ByBirth,0,0,1
1,13.75,0.0,1,1,10,White,4.439,0,0,0,1,ByBirth,560,366,1
1,30.98,0.236,1,1,8,White,7.72,1,0,0,1,ByBirth,88,3,1
0,43.84,14.207,1,1,13,White,4.973,1,0,1,1,ByBirth,100,0,1
0,52.72,0.27,1,1,9,Asian,9.529,1,0,0,1,ByBirth,60,4844,1
1,22.08,1.936,1,1,5,Asian,5.129,0,0,0,1,ByBirth,0,3835,1
1,67.99,0.0,1,1,7,White,8.304,0,0,0,1,ByBirth,396,2501,1
1,42.98,0.0,1,0,8,White,7.243,1,0,1,1,ByBirth,260,21,1
1,18.29,1.801,1,1,9,White,5.067,1,0,1,1,ByBirth,80,550,1
1,26.13,0.0,1,1,8,White,4.528,1,0,1,1,ByBirth,0,1128,1
1,25.89,1.39,1,1,0,Asian,17.631,1,0,1,1,ByBirth,300,0,1
0,37.42,0.826,1,0,1,White,14.503,1,0,1,1,ByBirth,240,2497,1
1,21.92,0.878,1,1,2,Asian,4.763,1,0,0,1,ByBirth,164,0,1
1,52.01,0.0,1,1,4,White,4.01,1,0,1,1,ByBirth,0,284,1
1,39.04,0.994,1,1,11,White,4.088,1,0,0,1,ByBirth,0,3744,1
1,47.73,6.523,1,1,8,White,7.597,0,0,1,1,ByBirth,0,2119,1
1,20.92,0.0,1,1,12,White,4.045,1,0,0,1,ByBirth,300,0,1
1,15.88,0.0,1,1,2,White,6.871,1,0,0,1,ByBirth,711,725,1
1,16.04,1.974,1,0,1,White,8.011,0,0,0,1,Temporary,0,1804,1
1,13.75,0.0,1,1,3,Other,5.439,1,0,0,1,ByBirth,381,672,1
1,38.4,3.535,1,1,10,White,6.71,1,0,0,1,ByBirth,200,1296,1
1,21.87,0.0,1,1,2,Other,4.544,0,0,0,1,ByBirth,290,2149,1
1,19.76,5.342,1,1,4,White,4.864,1,0,0,1,ByBirth,0,14,1
1,36.91,3.607,1,1,2,Other,5.403,0,0,0,1,ByBirth,70,0,1
1,24.55,0.203,1,1,10,White,5.587,1,0,0,1,ByBirth,0,2048,1
1,26.65,2.431,1,1,2,White,13.361,1,0,0,1,ByBirth,100,1181,1
1,21.7,0.0,1,1,10,White,7.083,1,0,0,1,ByBirth,52,547,1
1,76.75,0.0,1,0,1,White,4.283,1,0,2,1,ByBirth,0,1396,1
0,18.69,3.339,1,0,4,Latino,6.07,1,0,0,1,ByBirth,200,0,1
1,28.98,0.0,1,1,4,White,14.07,0,0,2,1,ByBirth,181,1242,1
1,36.8,2.998,1,1,11,Latino,4.52,0,0,1,1,ByBirth,30,676,1
0,30.18,0.0,1,1,13,White,5.225,1,0,2,1,ByBirth,840,0,1
0,36.15,8.764,1,1,8,White,9.228,1,0,0,1,ByBirth,560,523,1
