Gender,Age,Debt,Married,BankCustomer,Job,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
1,24.32,0.0,1,1,0,White,3.389,1,1,0,0,ByBirth,228,98,1
1,25.17,2.694,1,1,1,White,3.569,1,0,0,0,ByBirth,240,0,0
1,25.17,9.563,0,1,1,Asian,3.08,1,0,0,0,ByBirth,144,77,0
1,23.75,4.538,0,1,3,Other,6.608,1,1,0,0,ByOtherMeans,24,0,1
1,23.75,4.621,1,1,8,White,7.438,1,1,0,0,ByBirth,290,0,1
1,24.78,0.0,1,1,8,White,2.961,1,1,0,0,ByBirth,440,0,1
1,27.22,4.171,1,1,2,White,4.238,0,0,0,0,ByBirth,0,84,0
1,43.52,1.379,1,1,4,Asian,15.016,0,0,0,0,ByBirth,140,0,1
1,44.75,13.438,1,1,4,Black,4.039,1,1,0,0,ByBirth,0,0,1
1,32.51,11.86,1,1,4,White,4.725,0,1,0,0,ByBirth,400,24,0
1,18.46,0.0,1,1,9,White,21.776,1,1,0,0,ByBirth,80,127,1
1,23.39,0.0,0,1,8,White,4.666,1,1,0,0,ByBirth,80,0,1
1,25.17,2.524,1,1,9,White,3.66,0,0,0,0,ByBirth,0,130,0
1,27.75,2.738,1,1,3,White,2.813,0,0,0,0,ByOtherMeans,200,64,0
1,25.17,2.766,1,1,4,White,5.106,0,0,0,0,ByBirth,480,0,0
