Gender,Age,Debt,Married,BankCustomer,Job,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
0,46.3,1.945,1,0,9,White,0.0,1,1,0,1,ByBirth,88,0,1
1,40.43,0.012,1,0,13,White,1.854,0,1,0,1,ByBirth,0,0,1
0,28.38,11.276,1,0,4,White,7.549,1,1,6,1,ByBirth,280,0,1
1,42.25,4.831,1,0,7,Black,1.88,1,1,1,0,ByBirth,43,0,1
0,36.4,2.129,1,0,9,White,24.472,1,1,0,1,ByBirth,0,0,1
1,16.13,0.0,0,0,5,White,1.227,1,1,17,0,ByBirth,0,0,1
1,37.56,0.0,1,0,8,White,3.747,1,1,0,0,ByBirth,0,0,1
0,50.77,3.57,1,0,4,Black,0.0,1,1,0,1,Temporary,0,0,1
0,34.79,13.257,0,0,8,Other,0.0,1,1,16,0,ByBirth,30,0,1
1,36.72,2.924,1,0,4,White,0.468,1,1,8,0,ByBirth,0,0,1
0,24.54,3.208,1,0,8,Black,2.755,1,1,0,0,ByBirth,370,0,1
0,33.55,1.173,1,0,8,White,0.551,1,1,0,0,ByBirth,0,0,1
1,13.75,1.593,1,0,9,White,2.684,1,1,2,1,ByBirth,711,0,1
1,16.22,0.823,1,0,13,Black,3.988,1,1,0,1,ByBirth,0,0,1
1,46.28,4.139,0,0,10,Black,0.756,0,1,0,0,ByBirth,500,0,1
0,41.94,0.0,1,0,9,Black,1.049,1,1,0,0,ByBirth,0,0,1
1,35.67,0.0,1,0,3,White,0.399,1,1,0,0,ByBirth,0,0,1
0,57.89,1.182,1,0,11,White,0.0,1,1,0,0,ByBirth,100,0,1
0,29.92,2.567,1,0,2,Black,2.297,1,1,5,1,ByBirth,228,0,1
0,39.2,11.849,1,0,3,Black,2.409,0,1,0,1,ByBirth,408,0,1
1,13.75,17.242,1,0,7,White,2.422,1,1,10,0,ByBirth,154,0,1
0,59.55,0.344,1,0,9,White,0.604,1,1,3,0,ByBirth,0,0,1
1,23.78,17.252,0,0,7,Black,0.0,1,1,0,1,ByOtherMeans,80,0,1
0,24.75,1.407,1,0,6,White,12.906,1,1,0,0,ByBirth,0,0,1
0,34.32,6.384,1,0,4,White,1.173,1,1,0,0,ByBirth,371,0,1
1,31.27,6.234,1,0,4,White,1.539,1,1,2,1,ByBirth,70,0,1
1,31.22,2.294,0,0,4,Black,11.704,1,1,4,1,ByBirth,0,0,1
0,26.0,0.0,1,0,9,White,0.0,1,1,0,0,ByBirth,500,0,1
0,28.3,11.331,0,0,9,Asian,3.046,1,1,9,0,ByBirth,0,0,1
1,17.68,2.235,0,0,9,Black,0.097,1,1,0,0,ByBirth,0,0,1
1,64.76,4.095,1,0,9,Black,1.774,1,1,1,0,ByBirth,120,0,1
1,21.64,4.745,1,0,8,White,0.0,1,1,13,0,ByBirth,515,0,1
1,35.73,1.267,0,0,13,Asian,9.035,1,1,9,0,ByBirth,80,0,1
1,16.1,16.04,1,0,5,White,0.113,1,1,2,0,ByBirth,0,0,1
0,17.51,0.554,0,0,9,White,2.146,1,1,7,1,ByBirth,0,0,1
1,59.97,4.889,1,0,9,White,9.06,1,1,4,1,ByBirth,370,0,1
0,50.71,0.0,0,0,10,Black,2.832,1,1,0,0,ByBirth,0,0,1
1,33.02,0.0,1,0,4,White,0.485,1,1,0,1,ByOtherMeans,0,0,1
1,44.12,0.0,1,0,4,Other,2.479,0,1,5,1,ByOtherMeans,40,0,1
0,20.95,6.482,1,0,11,White,0.468,1,1,0,0,ByBirth,0,0,1
1,20.38,1.038,1,0,9,White,0.0,1,1,0,0,ByBirth,220,0,1
1,39.4,0.0,1,0,10,White,8.66,1,1,6,0,ByBirth,70,0,1
1,17.38,5.611,0,0,7,Black,8.475,1,1,0,0,ByBirth,60,0,1
1,24.7,0.583,1,0,13,White,10.991,0,1,9,1,ByBirth,370,0,1
0,46.41,0.928,1,0,1,White,19.563,1,1,0,0,ByBirth,431,0,1
1,25.12,0.325,1,0,4,White,2.557,1,1,6,1,ByBirth,0,0,1
1,17.99,3.331,1,0,2,Black,1.054,0,1,1,1,ByBirth,200,0,1
1,40.7,2.815,1,0,9,Asian,1.079,1,1,1,0,ByBirth,360,0,1
1,27.11,3.131,1,0,4,White,0.534,1,1,0,0,ByBirth,0,0,1
1,31.03,0.0,1,0,13,Black,2.607,1,1,0,1,ByBirth,230,0,1
0,19.34,0.555,0,0,13,Black,0.615,1,1,0,1,ByBirth,290,0,1
1,56.63,0.0,1,0,9,Asian,0.203,1,1,0,1,ByBirth,0,0,1
1,47.89,3.88,1,0,4,Black,3.265,1,1,0,1,ByBirth,100,0,1
0,67.11,1.823,1,0,4,Black,3.153,0,1,0,1,ByBirth,560,0,1
0,42.44,1.172,0,0,8,White,5.701,1,1,0,0,ByBirth,0,0,1
