Gender,Age,Debt,Married,BankCustomer,Job,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
0,22.23,2.377,1,1,7,Latino,2.867,0,0,5,0,ByBirth,200,440,1
1,13.75,3.213,1,1,4,White,2.912,1,0,2,0,ByBirth,0,304,1
1,13.75,2.729,1,1,2,Black,3.295,1,0,0,0,ByBirth,120,0,1
1,21.4,3.807,1,1,5,White,3.009,1,0,0,0,ByBirth,0,0,1
1,15.77,1.939,1,1,4,Black,21.549,1,0,2,0,ByBirth,0,4734,1
1,20.68,24.695,1,1,7,White,7.132,1,0,7,0,ByBirth,583,0,1
0,18.56,2.823,1,1,9,Asian,7.539,1,0,6,0,ByBirth,360,0,1
1,13.75,17.21,0,1,10,Black,7.615,0,0,3,0,ByBirth,70,181,1
1,18.27,3.803,0,1,8,White,2.739,1,0,0,0,ByBirth,80,0,1
1,19.73,7.117,0,1,2,White,3.478,1,0,5,0,ByBirth,144,328,1
1,15.91,3.497,1,0,4,Asian,4.015,1,0,12,0,ByBirth,96,0,1
0,18.55,15.464,0,1,0,Asian,3.528,1,0,0,0,ByBirth,360,0,1
1,13.75,2.202,1,1,9,White,2.643,1,0,1,0,ByBirth,0,2519,1
1,19.97,7.339,1,1,9,White,13.906,1,0,0,0,ByBirth,0,348,1
1,17.66,5.349,0,1,8,White,12.335,1,0,0,0,ByBirth,0,4059,1
0,18.49,5.84,0,1,7,White,14.175,1,0,1,0,ByBirth,0,0,1
0,16.23,2.013,1,1,4,Asian,3.453,0,0,2,0,ByBirth,311,854,1
1,13.75,2.911,1,1,2,White,3.524,0,0,0,0,ByBirth,260,1648,1
0,14.87,8.484,0,1,8,Black,2.644,1,0,0,0,Temporary,70,5000,1
1,13.75,2.533,0,1,9,White,3.916,1,0,0,0,ByBirth,0,6,1
1,21.7,2.26,1,1,4,Black,6.403,1,0,17,0,ByBirth,393,0,1
1,14.43,2.896,1,0,4,Black,2.928,1,0,0,0,ByOtherMeans,120,0,1
0,15.7,3.356,1,1,11,White,16.494,1,0,0,0,ByBirth,200,207,1
1,13.8,1.904,0,1,7,White,6.759,1,0,0,0,ByBirth,840,1842,1
1,16.09,2.942,1,1,2,White,5.759,1,0,0,0,ByBirth,360,1561,1
0,16.46,1.961,1,1,13,Other,4.927,1,0,6,0,ByBirth,0,275,1
1,14.5,2.741,1,1,11,White,6.209,1,0,1,0,ByBirth,300,3161,1
1,21.7,9.89,1,1,0,White,2.812,0,0,10,0,ByOtherMeans,450,537,1
0,17.66,2.28,1,1,8,White,15.7,0,0,0,0,ByBirth,300,0,1
1,18.19,3.083,0,0,4,White,12.11,1,0,6,0,ByBirth,380,0,1
0,17.15,6.518,1,1,0,Latino,2.635,1,0,3,0,ByBirth,0,1127,1
1,18.97,9.195,1,1,4,White,3.498,0,0,0,0,ByBirth,60,4603,1
1,13.75,6.406,1,0,0,White,3.239,1,0,0,0,ByBirth,0,452,1
1,16.96,7.031,1,1,5,White,5.096,1,0,1,0,ByBirth,0,3092,1
1,18.54,2.127,0,1,2,Black,2.621,1,0,1,0,ByBirth,100,0,1
1,17.31,2.741,0,1,1,Black,2.539,1,0,2,0,ByBirth,100,0,1
1,15.62,16.639,1,1,4,White,5.716,1,0,0,0,ByBirth,422,0,1
1,13.75,15.663,1,0,9,Black,3.528,1,0,0,0,ByOtherMeans,510,5000,1
1,19.02,2.722,1,1,4,White,3.675,1,0,0,0,ByBirth,0,76,1
0,16.26,3.09,1,1,4,Asian,5.63,1,0,0,0,ByBirth,180,0,1
0,19.6,2.053,1,0,1,Black,6.809,1,0,11,0,ByBirth,232,0,1
1,21.09,15.915,0,1,1,White,7.26,1,0,11,0,ByBirth,0,0,1
1,20.63,5.573,1,1,13,Other,6.515,0,0,0,0,ByOtherMeans,120,5000,1
1,20.92,3.335,1,1,4,Other,5.004,0,0,10,0,ByBirth,393,495,1
1,18.71,5.912,0,1,13,White,5.081,1,0,15,0,ByBirth,120,0,1
1,17.97,2.255,1,1,4,White,7.902,0,0,0,0,Temporary,56,0,1
0,20.03,9.121,1,1,8,White,3.306,1,0,0,0,ByBirth,520,0,1
1,15.31,10.851,1,1,4,White,3.126,1,0,5,0,ByBirth,120,0,1
1,17.45,3.651,1,1,4,White,14.164,1,0,0,0,ByBirth,519,652,1
1,14.15,2.73,1,1,2,White,2.884,1,0,0,0,ByBirth,168,69,1
1,13.75,4.647,1,1,9,White,2.585,1,0,0,0,ByBirth,40,87,1
0,20.92,2.768,1,0,4,Other,3.901,1,0,0,0,ByBirth,40,603,1
1,13.75,1.936,0,1,4,White,11.3,1,0,0,0,ByBirth,32,500,1
1,17.3,3.989,1,1,7,Black,8.886,1,0,0,0,ByBirth,0,0,1
0,17.59,2.275,1,1,9,Black,8.183,1,0,0,0,ByOtherMeans,80,0,1
1,15.51,4.273,1,1,4,Black,3.474,1,0,5,0,ByBirth,180,0,1
