Gender,Age,Debt,Married,BankCustomer,Job,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
0,33.74,1.933,1,0,6,Asian,0.032,1,0,0,1,ByBirth,140,24,0
1,22.7,1.656,1,1,2,Black,0.0,1,1,0,1,ByBirth,260,418,1
0,43.58,7.246,1,1,2,White,0.0,1,0,0,1,ByBirth,132,167,0
1,21.19,13.569,0,1,5,White,0.0,1,0,0,1,ByBirth,140,0,0
0,29.87,2.071,0,1,9,White,0.139,1,0,0,1,ByBirth,220,97,0
0,28.36,14.557,1,1,6,White,0.0,1,0,0,1,ByBirth,260,0,0
1,57.33,7.02,1,1,12,White,0.0,1,0,0,1,ByBirth,1160,171,0
1,39.17,3.1,0,1,1,White,0.0,1,1,0,1,ByBirth,280,429,0
1,19.66,3.621,0,1,6,Asian,0.0,1,0,0,1,ByBirth,272,0,0
1,21.09,5.174,1,0,10,Black,0.0,1,0,0,1,ByBirth,120,92,0
1,25.7,6.691,0,1,6,White,0.0,1,0,0,1,ByBirth,276,87,0
1,34.21,5.688,0,0,9,White,0.0,1,1,0,1,ByOtherMeans,50,0,1
1,23.79,2.882,1,1,13,White,0.099,1,0,0,1,ByBirth,180,13,0
1,30.69,4.736,1,0,10,Latino,0.0,1,0,0,1,ByBirth,180,0,0
1,59.1,6.46,1,0,9,Black,0.0,1,1,0,1,ByOtherMeans,0,8,1
