Gender,Age,Debt,Married,BankCustomer,Job,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
0,22.74,4.032,0,0,7,Latino,3.163,1,1,0,1,ByOtherMeans,0,0,1
0,34.5,4.767,0,0,7,White,1.297,1,1,2,1,ByBirth,360,0,1
1,23.56,15.368,0,1,7,White,0.0,1,1,0,1,ByBirth,380,170,1
1,14.98,7.497,0,0,7,White,0.062,0,1,0,1,ByOtherMeans,60,503,1
1,30.7,11.299,0,0,7,Black,0.0,1,0,0,1,ByBirth,375,0,1
1,18.81,7.464,0,1,7,Black,3.008,1,1,0,1,ByOtherMeans,220,0,1
1,42.0,7.941,0,0,7,Black,0.312,1,1,0,1,ByBirth,181,0,1
0,66.99,5.803,0,1,7,White,2.317,1,1,0,1,ByBirth,40,2904,1
1,16.92,8.668,0,1,7,Other,0.0,0,1,0,1,ByBirth,0,52,1
1,19.05,4.936,0,1,7,White,2.488,1,1,2,1,ByOtherMeans,0,0,1
1,76.75,3.727,0,1,7,White,0.549,1,0,0,1,ByBirth,393,0,1
1,54.13,7.142,0,1,7,White,0.257,1,1,0,1,ByBirth,560,0,1
1,23.78,17.252,0,0,7,Black,0.0,1,1,0,1,ByOtherMeans,80,0,1
1,29.97,12.483,0,1,7,White,1.153,1,1,2,1,ByBirth,80,0,1
1,15.33,12.534,0,1,7,White,1.959,0,1,0,1,ByOtherMeans,0,600,1
1,16.29,11.104,0,1,7,Asian,8.388,1,1,1,1,ByBirth,260,3681,1
1,39.18,9.991,0,0,7,Latino,1.118,1,1,0,1,ByBirth,395,0,1
1,33.97,8.029,0,1,7,Other,6.876,1,1,0,1,ByBirth,560,2491,1
1,23.77,13.288,0,1,7,Other,0.33,1,0,0,1,ByBirth,120,83,1
0,43.44,12.364,0,1,7,White,1.928,1,1,0,1,ByBirth,120,0,1
1,13.81,5.041,0,1,7,White,12.223,1,0,0,1,ByBirth,180,311,1
1,17.78,8.691,0,1,7,Black,0.0,1,1,0,1,ByOtherMeans,232,349,1
1,13.75,4.09,0,1,7,White,0.087,1,1,0,1,ByBirth,510,2836,1
1,48.43,4.09,0,1,7,White,14.849,0,1,1,1,ByBirth,92,0,1
1,41.8,16.145,0,1,7,Black,11.215,1,0,0,1,ByBirth,396,1990,1
1,19.81,20.908,0,1,7,Black,2.388,1,0,0,1,ByBirth,450,1195,1
1,13.75,3.82,0,1,7,White,0.617,1,0,1,1,ByBirth,120,349,1
0,17.48,9.711,0,1,7,White,2.154,1,0,2,1,ByOtherMeans,520,3450,1
0,20.71,5.201,0,1,7,Asian,4.512,1,1,1,1,ByBirth,450,0,1
0,17.48,18.958,0,1,7,White,3.073,1,1,0,1,ByBirth,154,2174,1
1,46.71,9.858,0,1,7,White,0.439,1,0,0,1,ByBirth,100,0,1
0,28.74,6.319,0,1,7,Black,4.247,1,1,0,1,ByOtherMeans,80,0,1
1,29.35,3.77,0,1,7,White,1.021,1,1,0,1,ByBirth,240,4532,1
0,54.45,11.897,0,1,7,Black,9.386,0,1,0,1,ByBirth,216,0,1
1,38.72,6.907,0,1,7,White,1.32,0,1,0,1,ByBirth,300,3343,1
0,21.33,12.904,0,1,7,Black,8.44,1,1,0,1,ByBirth,0,46,1
