Gender,Age,Debt,Married,BankCustomer,Job,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
1,39.04,0.994,1,1,11,White,4.088,1,0,0,1,ByBirth,0,3744,1
1,26.63,3.38,1,1,5,Other,8.486,0,0,0,1,ByBirth,100,105,0
1,35.99,4.726,1,1,3,White,6.141,1,0,0,1,ByBirth,120,0,1
1,42.12,0.0,1,1,7,White,9.746,1,0,1,1,ByBirth,80,2021,1
1,15.17,2.063,1,1,4,Asian,5.967,0,0,0,1,ByBirth,216,108,0
1,30.11,0.881,1,0,5,White,8.103,0,0,2,1,ByBirth,280,551,0
1,35.89,1.39,1,1,0,Asian,17.631,1,0,1,1,ByBirth,300,0,1
1,38.4,3.535,1,1,10,White,6.71,1,0,0,1,ByBirth,200,1296,1
1,23.75,0.0,1,1,8,White,4.898,0,0,0,1,ByBirth,100,3085,1
1,38.69,1.096,1,0,4,White,4.967,0,0,0,1,ByBirth,171,126,0
0,36.82,1.512,1,1,11,White,23.201,1,0,0,1,ByBirth,120,4379,1
1,40.88,1.923,1,1,4,White,5.934,0,0,1,1,ByBirth,80,0,1
1,40.99,4.97,1,1,4,White,5.313,0,0,2,1,ByBirth,212,0,0
1,25.17,6.778,1,1,6,White,5.265,1,0,0,1,ByBirth,252,72,0
1,25.17,2.377,1,1,5,White,4.416,0,0,0,1,ByBirth,120,64,0
