Gender,Age,Debt,Married,BankCustomer,Job,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
1,31.62,1.812,0,1,3,White,6.233,1,1,0,1,ByBirth,340,65,1
1,53.47,2.341,0,0,7,White,0.315,0,1,0,1,ByBirth,0,69,0
1,23.21,2.751,0,1,1,White,0.233,0,1,0,0,ByBirth,128,129,0
1,34.96,1.298,0,1,10,Asian,1.057,0,1,3,0,ByBirth,120,74,0
1,26.2,4.07,0,1,9,Asian,1.573,1,1,10,0,ByBirth,432,0,1
1,67.89,3.912,0,1,1,White,2.543,0,1,0,1,ByBirth,0,59,0
1,30.05,1.532,0,1,9,White,0.0,0,1,0,0,ByBirth,160,89,0
1,18.82,2.791,0,1,6,White,0.438,0,1,1,0,ByBirth,360,79,0
1,44.69,1.651,0,0,9,White,0.303,0,1,7,0,ByBirth,0,0,1
0,26.83,1.314,0,1,9,Black,7.945,1,1,1,1,ByOtherMeans,400,110,1
0,52.43,1.411,0,1,4,Black,2.137,0,1,0,1,ByBirth,120,34,0
1,29.62,2.145,0,1,9,Black,4.847,1,1,0,1,ByBirth,515,0,1
0,30.33,2.654,0,1,9,White,1.331,1,1,1,1,ByOtherMeans,220,0,1
1,52.59,1.376,0,1,4,White,0.0,0,1,0,1,ByBirth,45,137,0
1,24.86,1.436,0,1,13,Black,8.164,0,1,6,1,ByBirth,230,0,1
