Gender,Age,Debt,Married,BankCustomer,Job,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
1,64.87,1.292,0,1,4,White,0.0,1,1,2,0,ByBirth,216,84,1
1,23.76,3.6,0,1,13,Black,0.634,1,1,0,0,ByBirth,0,61,1
1,17.85,1.929,0,1,7,Black,22.661,1,1,0,1,ByBirth,120,0,1
1,19.48,4.018,0,1,10,White,0.0,1,1,0,1,ByOtherMeans,711,0,1
1,13.75,1.837,0,1,9,Black,0.019,1,1,2,0,ByBirth,0,84,1
0,58.04,3.819,0,0,1,White,0.726,1,1,15,0,ByBirth,0,0,1
0,26.83,1.314,0,1,9,Black,7.945,1,1,1,1,ByOtherMeans,400,110,1
1,33.14,3.219,0,0,6,White,0.0,0,1,0,1,ByBirth,50,85,1
0,42.44,1.172,0,0,8,White,5.701,1,1,0,0,ByBirth,0,0,1
0,74.63,4.037,0,1,4,Black,2.557,1,1,0,1,ByBirth,20,0,1
0,22.74,4.032,0,0,7,Latino,3.163,1,1,0,1,ByOtherMeans,0,0,1
1,13.75,4.17,0,1,7,Black,0.0,1,1,0,0,ByBirth,0,0,1
1,24.49,2.547,0,1,7,Asian,0.0,1,1,0,1,ByBirth,0,0,1
1,16.63,2.071,0,1,7,White,0.219,1,1,0,0,ByBirth,349,0,1
1,22.07,1.619,0,1,9,Black,1.685,1,1,7,1,ByBirth,216,0,1
1,22.3,2.767,0,0,4,Other,2.213,1,1,4,0,ByOtherMeans,80,76,1
1,38.24,3.279,0,1,9,White,13.805,1,1,1,1,ByBirth,211,0,1
1,20.38,1.389,0,1,8,Black,1.764,1,1,0,1,ByBirth,0,12,1
0,29.36,1.557,0,1,8,White,2.438,1,1,5,0,ByBirth,400,0,1
0,49.8,2.744,0,1,0,Black,0.497,1,1,2,1,ByBirth,150,68,1
1,25.64,3.778,0,1,4,White,5.398,1,1,1,0,Temporary,440,0,1
