Gender,Age,Debt,Married,BankCustomer,Job,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
0,16.94,4.292,1,1,4,Black,0.0,1,1,0,0,ByBirth,120,429,1
0,49.26,7.274,1,1,7,White,0.0,1,1,0,1,ByBirth,180,0,1
0,61.35,7.215,1,1,7,White,0.0,1,1,0,1,ByBirth,216,0,1
1,14.83,4.51,1,1,13,Asian,0.0,1,1,0,0,ByBirth,181,187,1
1,74.57,8.249,1,1,10,White,0.0,1,1,0,0,ByBirth,290,1645,1
1,23.78,7.708,1,1,9,Other,0.0,1,1,0,0,ByBirth,211,543,1
0,40.95,4.35,1,0,1,White,0.0,1,1,0,0,ByBirth,220,3383,1
1,15.89,13.448,1,1,7,Black,0.021,1,1,0,1,ByBirth,500,864,1
0,17.7,13.973,1,1,7,White,0.0,1,1,0,0,ByBirth,500,78,1
1,26.15,9.572,1,1,7,White,0.0,1,1,0,0,ByBirth,370,0,1
0,16.61,5.491,1,1,4,White,0.0,1,1,0,1,ByBirth,80,0,1
1,34.76,6.993,1,1,2,White,0.0,1,1,0,1,ByBirth,49,605,1
1,13.75,2.441,1,1,4,White,0.0,1,1,0,0,ByBirth,0,177,1
0,13.75,3.971,1,0,4,Asian,0.0,1,0,0,0,ByBirth,370,0,1
0,14.33,2.422,1,1,10,Black,0.0,1,1,0,1,ByBirth,200,0,1
0,17.22,11.37,1,1,8,White,0.0,1,1,0,0,ByBirth,181,319,1
1,23.05,8.277,1,0,4,Black,0.014,1,0,0,0,ByBirth,250,4190,1
1,26.08,8.305,1,0,4,Black,0.0,1,1,0,0,ByBirth,0,93,1
1,34.07,3.932,1,1,6,Latino,0.0,1,1,0,0,ByBirth,180,4670,1
1,15.83,9.75,1,0,4,White,0.0,1,1,0,1,ByBirth,164,352,1
1,43.07,2.803,1,1,4,White,0.0,1,1,0,0,ByBirth,0,723,1
1,23.38,28.0,1,1,0,White,0.0,1,1,0,1,ByBirth,200,0,1
1,37.15,9.253,1,1,8,White,0.058,1,0,0,1,ByBirth,50,1609,1
1,30.18,19.095,1,0,8,Latino,0.073,1,1,0,0,ByBirth,60,0,1
1,23.5,16.699,1,1,9,White,0.0,1,1,0,0,ByBirth,80,787,1
1,16.54,20.397,1,1,4,White,0.052,1,1,0,0,ByBirth,360,0,1
1,18.02,5.661,1,0,3,Asian,0.0,1,1,0,0,ByBirth,232,220,1
1,25.51,3.587,1,1,4,Black,0.0,1,1,0,0,ByBirth,0,0,1
1,32.26,4.892,1,1,6,White,0.0,1,1,0,1,ByBirth,80,1587,1
0,28.1,13.312,1,1,4,White,0.088,1,1,0,0,ByBirth,40,189,1
0,25.9,4.723,1,1,10,Black,0.01,1,1,0,1,ByBirth,240,0,1
1,24.89,9.468,1,1,9,White,0.0,1,1,0,0,ByBirth,520,4170,1
1,30.67,11.257,1,1,7,White,0.0,1,1,0,1,ByBirth,160,0,1
0,76.75,5.879,1,1,1,White,0.0,1,1,0,0,ByBirth,0,3693,1
1,14.91,6.479,1,1,3,White,0.0,1,1,0,0,ByBirth,0,335,1
1,73.46,11.766,1,1,9,Latino,0.0,1,1,0,1,ByBirth,240,46,1
0,13.75,4.062,1,1,7,Black,0.0,1,1,0,0,ByBirth,0,0,1
0,19.4,14.028,1,1,4,Asian,0.0,1,1,0,1,ByBirth,500,209,1
1,20.7,3.716,1,1,8,Black,0.0,1,1,0,1,ByBirth,200,77,1
1,14.15,10.728,1,0,13,White,0.0,1,1,0,1,ByBirth,0,0,1
1,25.89,2.489,1,1,2,Black,0.0,1,0,0,1,ByBirth,181,0,1
1,13.75,9.656,1,1,3,Black,0.0,1,1,0,1,ByBirth,0,0,1
1,27.84,3.286,1,1,2,Asian,0.0,1,1,0,0,ByBirth,120,2185,1
1,19.19,18.923,1,1,9,White,0.0,1,1,0,0,ByBirth,164,2938,1
0,54.04,6.463,1,1,9,White,0.0,1,1,0,0,ByBirth,120,0,1
1,29.91,3.741,1,1,8,White,0.0,1,1,0,0,ByBirth,0,74,1
0,44.28,5.113,1,1,9,Black,0.0,1,0,0,0,ByBirth,0,0,1
1,14.41,9.873,1,1,13,White,0.0,1,1,0,0,ByBirth,216,1939,1
1,52.6,3.854,1,1,7,White,0.0,1,1,0,1,ByBirth,240,0,1
1,31.46,10.528,1,1,0,White,0.0,1,1,0,0,ByBirth,0,1199,1
1,19.31,10.413,1,1,4,Black,0.0,1,1,0,0,ByBirth,0,914,1
0,15.61,10.919,1,1,0,White,0.0,1,1,0,0,ByBirth,260,1252,1
0,21.58,2.677,1,0,7,White,0.0,1,1,0,0,ByBirth,360,3084,1
1,13.75,3.992,1,0,13,White,0.0,1,1,0,0,ByBirth,100,274,1
0,35.04,2.507,1,0,0,White,0.0,1,1,0,0,ByBirth,140,806,1
1,17.74,5.176,1,1,7,White,0.0,1,1,0,0,ByBirth,300,850,1
1,76.75,2.84,1,1,2,Black,0.0,1,1,0,1,ByBirth,375,466,1
1,56.82,8.58,1,1,3,Asian,0.09,1,0,0,1,ByBirth,120,3768,1
1,27.54,24.063,1,1,13,Black,0.0,1,1,0,1,ByBirth,0,341,1
