Gender,Age,Debt,Married,BankCustomer,Job,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
0,21.61,8.901,1,1,9,White,0.971,1,0,0,0,ByBirth,240,300,1
1,27.43,4.341,1,1,7,White,0.442,1,0,10,0,ByBirth,0,372,1
0,34.74,2.921,0,1,6,White,3.714,1,0,3,0,ByBirth,60,112,1
1,36.94,2.479,1,1,4,White,2.409,1,0,0,0,ByBirth,0,0,1
1,34.33,7.203,1,1,9,White,0.159,1,0,0,1,ByBirth,519,319,1
1,13.75,1.935,1,1,1,White,0.0,1,0,0,0,ByBirth,0,0,1
1,17.96,2.081,1,1,8,White,9.678,1,0,0,1,ByBirth,100,241,1
0,30.69,8.783,1,1,4,White,0.402,1,0,15,0,ByBirth,180,181,1
1,13.75,3.213,1,1,4,White,2.912,1,0,2,0,ByBirth,0,304,1
0,16.28,5.191,0,1,4,White,0.0,1,0,5,1,ByBirth,100,0,1
1,13.75,2.377,1,1,8,White,0.642,1,0,2,0,ByBirth,150,0,1
1,25.42,2.833,0,1,0,White,4.251,1,0,0,1,ByBirth,280,245,1
0,16.35,1.821,1,1,9,White,7.693,1,0,8,1,ByBirth,240,0,1
1,27.93,5.611,1,1,13,White,0.0,1,0,2,1,ByBirth,0,0,1
0,36.08,4.494,1,1,8,White,2.459,1,0,2,0,ByBirth,220,75,1
0,29.12,9.397,1,1,8,White,1.407,1,0,0,0,ByBirth,300,161,1
1,21.4,3.807,1,1,5,White,3.009,1,0,0,0,ByBirth,0,0,1
1,18.27,3.803,0,1,8,White,2.739,1,0,0,0,ByBirth,80,0,1
1,19.73,7.117,0,1,2,White,3.478,1,0,5,0,ByBirth,144,328,1
1,17.67,2.165,0,1,9,White,1.808,1,0,0,0,ByOtherMeans,80,0,1
1,30.34,3.316,1,1,4,White,2.5,1,0,2,0,ByBirth,431,141,1
1,26.79,6.994,1,1,8,White,4.635,1,0,1,0,ByBirth,408,285,1
0,19.89,6.106,0,1,0,White,1.719,1,0,0,0,ByBirth,216,185,1
1,27.05,2.21,1,1,9,White,3.781,1,0,1,0,ByBirth,100,0,1
0,16.67,3.865,0,1,7,White,0.799,1,0,3,1,ByBirth,240,128,1
0,13.75,2.502,1,1,9,White,0.0,1,0,0,0,Temporary,0,0,1
1,15.6,4.123,1,1,3,White,0.468,1,0,14,1,ByBirth,0,237,1
1,29.15,2.497,0,1,3,White,1.563,1,0,10,1,ByBirth,450,246,1
1,19.97,7.339,1,1,9,White,13.906,1,0,0,0,ByBirth,0,348,1
0,20.85,5.306,1,1,10,White,1.742,1,0,10,1,ByBirth,49,0,1
0,14.43,6.677,1,1,4,White,1.403,1,0,0,1,ByBirth,80,0,1
0,24.94,2.471,1,1,4,White,0.0,1,0,5,0,ByBirth,431,0,1
0,18.49,5.84,0,1,7,White,14.175,1,0,1,0,ByBirth,0,0,1
1,23.08,6.098,0,1,8,White,2.634,1,0,7,0,ByBirth,120,0,1
1,13.75,2.531,1,1,4,White,1.06,1,0,0,0,ByBirth,0,154,1
1,31.69,7.004,0,1,2,White,2.184,1,0,1,0,ByBirth,211,0,1
1,25.72,2.581,1,1,0,White,0.0,1,0,9,0,ByBirth,200,13,1
0,18.07,4.633,1,1,6,White,3.817,1,0,0,0,ByBirth,0,0,1
1,14.39,2.474,0,1,7,White,2.352,1,0,8,1,ByBirth,220,0,1
1,25.63,5.21,0,1,1,White,1.161,1,0,6,1,ByBirth,120,0,1
1,38.87,4.863,1,1,8,White,2.017,1,0,0,0,ByBirth,181,0,1
1,24.21,5.836,1,1,9,White,2.0,1,0,0,0,ByBirth,520,0,1
1,13.75,2.533,0,1,9,White,3.916,1,0,0,0,ByBirth,0,6,1
1,24.47,2.034,1,1,4,White,2.514,1,0,12,1,ByBirth,510,0,1
0,25.96,2.906,0,1,4,White,0.0,1,0,0,0,ByBirth,160,0,1
0,15.7,3.356,1,1,11,White,16.494,1,0,0,0,ByBirth,200,207,1
1,36.03,5.534,1,1,12,White,1.749,1,0,2,0,ByBirth,0,0,1
0,25.41,1.932,1,1,9,White,0.0,1,0,8,0,ByBirth,200,0,1
1,16.66,9.016,0,1,7,White,2.044,1,0,11,0,ByBirth,200,31,1
0,26.64,9.152,0,1,4,White,1.519,1,0,0,1,ByBirth,181,0,1
1,32.93,6.985,1,1,11,White,22.307,1,0,1,0,ByBirth,330,0,1
0,32.11,5.776,0,1,1,White,0.0,1,0,0,1,ByOtherMeans,180,257,1
0,13.75,2.893,1,1,1,White,0.0,1,0,1,0,ByBirth,40,6,1
1,23.4,2.207,1,1,9,White,1.466,1,0,0,1,ByBirth,0,0,1
1,13.75,4.145,0,1,12,White,1.708,1,0,0,0,ByBirth,370,0,1
1,31.54,2.698,0,1,7,White,0.0,1,0,1,1,ByBirth,395,0,1
1,13.75,4.87,1,1,4,White,0.323,1,0,8,0,ByBirth,80,0,1
1,21.5,5.899,1,1,4,White,0.0,1,0,0,1,ByBirth,120,0,1
1,32.82,3.249,1,1,2,White,1.267,1,0,0,1,ByBirth,80,0,1
0,34.31,2.599,1,1,4,White,2.092,1,0,0,1,ByBirth,121,0,1
0,27.54,7.323,1,1,4,White,2.247,1,0,5,1,ByBirth,160,217,1
1,31.44,3.417,1,1,0,White,3.017,1,0,0,0,ByOtherMeans,375,0,1
0,24.93,2.846,1,1,13,White,0.853,1,0,0,1,ByBirth,0,0,1
0,23.31,6.743,1,1,13,White,1.269,1,0,5,0,ByBirth,145,0,1
0,24.3,2.738,1,1,1,White,0.237,1,0,0,1,ByBirth,300,0,1
1,37.7,8.485,1,1,6,White,1.722,1,0,1,0,ByBirth,0,0,1
1,21.96,3.36,1,1,4,White,1.512,1,0,0,1,ByBirth,164,120,1
0,31.78,2.096,1,1,9,White,1.368,1,0,0,0,ByBirth,0,0,1
1,31.64,6.194,0,1,4,White,0.906,1,0,0,1,ByBirth,560,0,1
1,13.75,2.412,1,1,4,White,0.83,1,0,1,1,ByBirth,360,0,1
0,16.39,2.282,0,1,8,White,0.764,1,0,0,1,ByBirth,0,0,1
1,31.2,4.844,0,1,4,White,20.613,1,0,5,1,ByBirth,150,0,1
1,24.71,2.985,1,1,8,White,2.791,1,0,0,1,ByBirth,230,0,1
0,30.33,1.949,1,1,3,White,1.156,1,0,1,0,ByBirth,0,0,1
1,14.82,2.146,1,1,5,White,0.0,1,0,3,1,ByBirth,320,175,1
1,32.78,3.57,1,1,7,White,4.066,1,0,0,0,ByBirth,0,0,1
1,31.82,7.219,1,1,0,White,2.519,1,0,6,0,Temporary,100,0,1
0,24.82,6.183,0,1,7,White,4.371,1,0,0,0,ByBirth,232,122,1
0,34.24,2.359,1,1,9,White,1.43,1,0,0,1,ByBirth,100,345,1
1,19.02,2.722,1,1,4,White,3.675,1,0,0,0,ByBirth,0,76,1
1,14.01,2.494,1,1,13,White,12.065,1,0,3,1,Temporary,491,0,1
1,37.08,2.805,1,1,0,White,3.003,1,0,1,0,ByBirth,0,164,1
1,32.75,7.73,1,1,13,White,1.191,1,0,8,1,ByBirth,375,0,1
1,24.5,8.29,1,1,7,White,0.0,1,0,17,1,ByBirth,0,0,1
1,35.81,8.618,0,1,4,White,5.142,1,0,0,1,ByBirth,0,0,1
0,18.0,3.035,1,1,13,White,1.212,1,0,0,1,ByBirth,250,0,1
1,29.74,3.041,1,1,8,White,3.337,1,0,2,0,ByBirth,40,0,1
1,16.46,2.174,1,1,9,White,1.988,1,0,11,0,ByBirth,300,0,1
1,23.47,2.109,1,1,7,White,1.714,1,0,2,0,ByBirth,520,0,1
1,19.51,4.75,1,1,8,White,2.782,1,0,1,1,ByBirth,0,34,1
1,30.45,2.553,1,1,4,White,11.522,1,0,1,1,ByBirth,120,0,1
1,37.66,5.674,1,1,0,White,1.121,1,0,1,1,ByBirth,0,0,1
1,27.47,2.389,1,1,2,White,0.414,1,0,8,1,ByBirth,140,49,1
1,35.75,6.477,0,1,7,White,1.458,1,0,0,0,ByBirth,399,0,1
1,15.18,2.723,1,1,13,White,0.0,1,0,2,1,ByBirth,100,0,1
1,30.45,7.608,1,1,8,White,0.434,1,0,1,0,ByBirth,80,0,1
0,31.71,3.388,1,1,4,White,3.053,1,0,0,0,ByBirth,29,0,1
1,21.86,4.035,1,1,3,White,0.0,1,0,0,1,ByBirth,0,14,1
0,13.75,2.904,0,1,10,White,3.964,1,0,3,1,Temporary,0,0,1
1,19.47,2.592,1,1,2,White,3.775,1,0,3,1,ByBirth,0,0,1
1,24.21,4.99,1,1,9,White,1.928,1,0,0,1,ByOtherMeans,300,0,1
1,36.94,8.608,1,1,9,White,13.04,1,0,12,1,ByBirth,0,0,1
1,13.75,2.394,1,1,4,White,2.282,1,0,0,1,ByBirth,340,0,1
1,18.71,5.912,0,1,13,White,5.081,1,0,15,0,ByBirth,120,0,1
1,27.35,6.911,1,1,13,White,8.328,1,0,7,1,ByBirth,102,256,1
1,26.96,2.335,1,1,4,White,1.83,1,0,0,0,ByBirth,80,0,1
1,20.65,3.716,1,1,4,White,0.276,1,0,8,0,ByBirth,360,0,1
0,14.1,2.164,1,1,7,White,0.0,1,0,3,1,ByBirth,260,0,1
1,18.86,3.005,0,1,4,White,0.0,1,0,1,0,ByBirth,0,0,1
1,24.74,4.705,0,1,5,White,1.244,1,0,14,0,ByBirth,360,0,1
1,28.2,3.32,1,1,9,White,1.617,1,0,5,0,ByBirth,80,362,1
0,20.03,9.121,1,1,8,White,3.306,1,0,0,0,ByBirth,520,0,1
1,25.58,1.979,1,1,4,White,2.373,1,0,7,1,ByBirth,120,0,1
1,17.42,4.22,1,1,2,White,1.594,1,0,0,1,ByBirth,100,0,1
0,37.12,3.688,1,1,4,White,1.631,1,0,0,0,ByBirth,0,277,1
1,15.25,9.166,1,1,4,White,2.905,1,0,0,1,ByBirth,510,277,1
1,14.15,2.73,1,1,2,White,2.884,1,0,0,0,ByBirth,168,69,1
0,15.02,3.044,1,1,0,White,0.0,1,0,1,0,ByBirth,290,0,1
1,13.75,4.647,1,1,9,White,2.585,1,0,0,0,ByBirth,40,87,1
1,22.29,6.635,0,1,3,White,1.833,1,0,0,0,ByBirth,840,0,1
1,16.21,3.433,1,1,4,White,0.0,1,0,0,1,ByOtherMeans,96,0,1
1,16.21,2.384,1,1,1,White,0.0,1,0,1,0,ByBirth,160,317,1
1,14.77,1.923,0,1,8,White,0.0,1,0,1,1,ByBirth,0,0,1
1,27.19,3.286,1,1,2,White,8.834,1,0,0,0,ByBirth,30,189,1
1,32.26,4.921,1,1,7,White,3.676,1,0,2,1,ByBirth,0,0,1
1,13.75,2.839,1,1,2,White,13.042,1,0,0,1,ByBirth,432,0,1
0,13.75,4.195,1,1,4,White,2.604,1,0,1,1,ByBirth,96,102,1
1,22.97,2.826,0,1,8,White,1.631,1,0,0,1,ByBirth,434,36,1
1,20.88,2.656,1,1,7,White,0.282,1,0,0,1,ByBirth,0,0,1
1,13.75,2.113,1,1,6,White,6.411,1,0,4,0,ByBirth,60,0,1
1,37.06,4.627,1,1,8,White,3.552,1,0,2,0,ByBirth,160,0,1
1,35.38,4.611,1,1,7,White,2.087,1,0,0,0,ByBirth,431,0,1
1,37.67,4.29,1,1,9,White,2.0,1,0,1,1,ByBirth,80,0,1
1,20.53,7.055,1,1,13,White,0.0,1,0,16,1,ByBirth,150,53,1
1,13.75,3.664,1,1,9,White,0.0,1,0,4,0,ByBirth,300,328,1
1,13.75,2.614,1,1,2,White,1.588,1,0,0,1,ByBirth,181,354,1
1,24.05,2.026,1,1,4,White,3.462,1,0,0,0,ByBirth,0,90,1
0,24.04,2.142,0,1,9,White,0.0,1,0,0,1,ByBirth,0,0,1
0,35.28,5.129,0,1,4,White,16.938,1,0,9,0,ByBirth,0,166,1
1,14.28,7.539,1,1,4,White,0.831,1,0,0,0,ByBirth,519,0,1
1,32.0,3.052,0,1,0,White,3.692,1,0,6,1,ByBirth,100,0,1
0,13.75,7.634,1,1,5,White,2.032,1,0,0,0,ByBirth,399,0,1
1,20.68,8.537,1,1,7,White,16.112,1,0,0,1,ByBirth,300,0,1
0,21.37,2.178,1,1,13,White,1.089,1,0,7,0,ByBirth,450,294,1
1,33.44,3.261,0,1,4,White,1.234,1,0,11,1,ByBirth,240,61,1
1,21.9,3.128,1,1,4,White,2.404,1,0,16,1,ByBirth,380,0,1
1,21.13,7.633,1,1,3,White,0.0,1,0,0,1,ByBirth,108,0,1
1,17.58,2.556,1,1,4,White,0.0,1,0,11,1,ByBirth,510,171,1
0,22.45,5.243,1,1,7,White,3.174,1,0,8,0,ByBirth,160,0,1
1,17.33,3.617,0,1,4,White,1.849,1,0,6,1,ByBirth,0,0,1
0,13.75,7.174,0,1,7,White,0.0,1,0,9,0,ByBirth,352,318,1
1,35.51,4.825,1,1,4,White,15.66,1,0,5,0,ByBirth,40,335,1
1,33.3,2.034,1,1,2,White,2.837,1,0,5,0,Temporary,220,0,1
1,26.1,2.311,1,1,0,White,2.096,1,0,2,1,ByBirth,80,82,1
1,19.01,3.484,0,1,7,White,0.73,1,0,4,1,ByBirth,300,0,1
1,13.81,5.041,0,1,7,White,12.223,1,0,0,1,ByBirth,180,311,1
0,13.75,4.502,1,1,4,White,0.0,1,0,2,0,ByBirth,370,0,1
0,14.79,3.147,0,1,1,White,1.377,1,0,0,0,ByBirth,70,41,1
1,22.24,3.188,1,1,9,White,3.5,1,0,0,0,ByBirth,140,0,1
1,25.45,5.354,1,1,5,White,0.482,1,0,23,0,ByOtherMeans,204,184,1
1,26.06,1.891,1,1,11,White,8.111,1,0,4,0,ByBirth,200,0,1
0,23.2,2.422,0,1,8,White,5.475,1,0,2,1,ByBirth,0,0,1
1,18.86,3.712,1,1,9,White,0.121,1,0,0,1,ByBirth,0,201,1
1,28.93,3.018,1,1,8,White,0.0,1,0,3,0,Temporary,370,54,1
0,15.41,2.167,0,1,4,White,0.652,1,0,0,1,ByBirth,370,0,1
1,18.11,3.065,1,1,7,White,1.987,1,0,1,0,ByBirth,320,0,1
0,35.6,5.764,1,1,4,White,0.387,1,0,0,1,ByBirth,300,0,1
0,25.9,1.904,1,1,4,White,0.0,1,0,1,0,ByBirth,144,0,1
1,21.83,2.441,0,1,9,White,6.769,1,0,6,0,ByBirth,260,0,1
1,26.89,2.543,1,1,8,White,15.111,1,0,0,1,ByOtherMeans,280,371,1
0,28.8,2.673,0,1,4,White,2.08,1,0,0,0,ByBirth,195,88,1
1,28.52,5.184,1,1,7,White,3.661,1,0,9,0,ByBirth,0,260,1
1,13.75,2.418,1,1,10,White,3.299,1,0,10,1,ByBirth,200,0,1
1,17.68,6.539,1,1,4,White,1.126,1,0,3,0,ByBirth,70,14,1
1,14.62,5.457,0,1,2,White,0.0,1,0,1,1,ByBirth,290,169,1
1,18.91,6.792,0,1,0,White,5.874,1,0,16,0,ByBirth,0,0,1
1,13.75,6.965,1,1,10,White,22.626,1,0,0,1,ByBirth,100,0,1
1,17.6,3.284,1,1,9,White,2.836,1,0,0,0,ByBirth,500,327,1
1,22.23,5.899,0,1,0,White,0.748,1,0,9,0,ByBirth,120,183,1
1,16.09,1.968,0,1,8,White,0.624,1,0,10,1,ByBirth,120,0,1
1,26.09,5.348,0,1,4,White,3.11,1,0,0,1,ByBirth,80,111,1
1,27.73,2.587,1,1,9,White,7.465,1,0,0,0,ByBirth,280,0,1
1,21.28,2.657,1,1,4,White,2.469,1,0,0,1,Temporary,60,0,1
1,28.72,5.079,0,1,4,White,2.259,1,0,0,1,ByBirth,393,224,1
1,34.99,2.657,1,1,4,White,2.523,1,0,8,1,ByBirth,80,152,1
0,30.13,2.368,1,1,13,White,0.345,1,0,15,0,ByBirth,20,0,1
1,13.75,2.13,0,1,13,White,6.415,1,0,11,1,ByBirth,150,116,1
0,13.75,7.802,1,1,4,White,1.64,1,0,4,0,ByBirth,160,180,1
1,26.71,2.636,1,1,2,White,1.179,1,0,1,1,ByBirth,0,153,1
1,16.26,5.525,1,1,11,White,2.738,1,0,6,1,ByBirth,181,0,1
1,31.87,2.174,1,1,9,White,2.038,1,0,0,1,ByBirth,0,0,1
1,29.18,2.579,1,1,4,White,1.073,1,0,0,0,ByBirth,80,0,1
1,26.69,2.58,1,1,5,White,0.679,1,0,5,0,ByBirth,300,0,1
0,14.8,2.464,1,1,9,White,25.466,1,0,0,0,ByOtherMeans,240,154,1
0,36.43,6.942,0,1,3,White,16.545,1,0,0,0,ByBirth,0,0,1
1,13.75,3.82,0,1,7,White,0.617,1,0,1,1,ByBirth,120,349,1
0,20.86,2.054,1,1,2,White,0.712,1,0,11,1,ByBirth,40,0,1
1,19.5,8.489,1,1,4,White,0.0,1,0,0,0,ByBirth,0,0,1
0,25.42,3.842,1,1,13,White,0.773,1,0,0,0,ByBirth,60,0,1
0,21.0,5.073,0,1,8,White,2.177,1,0,0,1,ByBirth,150,0,1
0,23.27,5.607,1,1,7,White,0.0,1,0,2,1,ByBirth,370,279,1
1,23.27,3.045,1,1,4,White,11.391,1,0,5,0,ByBirth,370,0,1
0,23.83,2.024,1,1,9,White,1.682,1,0,0,0,ByBirth,0,155,1
0,31.47,2.03,1,1,4,White,5.593,1,0,3,0,ByBirth,0,156,1
0,36.05,9.192,1,1,4,White,0.0,1,0,8,1,ByOtherMeans,400,57,1
1,23.87,8.734,1,1,0,White,0.0,1,0,0,0,ByBirth,0,328,1
1,28.68,3.863,1,1,5,White,5.714,1,0,5,1,ByOtherMeans,120,0,1
1,31.83,2.428,0,1,3,White,3.043,1,0,0,0,ByBirth,383,0,1
0,30.37,8.314,1,1,9,White,2.137,1,0,0,1,ByBirth,200,0,1
1,17.95,4.98,1,1,9,White,2.414,1,0,0,0,ByBirth,0,0,1
1,23.22,2.411,1,1,4,White,1.664,1,0,0,0,ByBirth,300,0,1
0,15.02,6.638,1,1,13,White,1.521,1,0,0,0,ByBirth,30,0,1
1,37.51,6.717,1,1,4,White,1.733,1,0,3,1,ByBirth,0,125,1
1,16.58,2.936,1,1,7,White,3.869,1,0,0,1,ByBirth,399,0,1
0,13.75,8.004,0,1,2,White,3.609,1,0,1,1,ByBirth,711,0,1
1,32.88,2.934,1,1,4,White,0.0,1,0,0,0,ByBirth,0,262,1
1,31.08,2.889,1,1,8,White,0.0,1,0,11,1,ByBirth,96,0,1
0,23.12,2.554,1,1,1,White,2.972,1,0,0,0,ByBirth,120,0,1
1,18.34,4.925,1,1,7,White,0.0,1,0,0,0,ByBirth,0,178,1
