Gender,Age,Debt,Married,BankCustomer,Job,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
0,23.38,12.146,0,0,0,White,2.219,1,0,0,1,ByOtherMeans,349,0,1
1,71.31,5.976,1,1,8,White,1.244,1,0,0,0,Temporary,290,51,1
0,69.62,4.41,0,0,4,White,0.0,1,0,0,1,Temporary,110,1160,1
1,31.58,7.929,0,1,5,Black,5.646,1,0,0,1,ByOtherMeans,440,513,1
1,13.75,13.806,1,1,10,Black,0.789,1,0,0,0,ByOtherMeans,560,0,1
0,57.14,7.467,0,1,13,White,0.638,1,0,5,1,ByOtherMeans,349,0,1
0,65.38,8.99,0,1,0,Black,0.0,1,0,0,1,ByOtherMeans,195,480,1
0,32.85,7.85,0,1,1,Black,1.986,1,0,3,0,ByOtherMeans,181,1268,1
1,30.93,8.707,1,1,4,Black,0.334,1,0,0,0,ByOtherMeans,0,1683,1
1,43.16,14.105,1,0,8,Latino,0.0,1,0,9,1,ByOtherMeans,32,126,1
1,27.31,8.81,1,1,4,Black,1.033,1,0,7,0,Temporary,100,445,1
0,50.92,11.659,1,1,3,Other,7.72,1,0,0,0,ByOtherMeans,120,69,1
1,37.47,8.503,1,1,8,White,3.711,1,0,0,1,Temporary,455,1329,1
0,38.27,6.202,0,1,1,Black,19.218,1,0,1,0,ByOtherMeans,100,744,1
0,32.17,6.374,0,0,8,White,0.55,1,0,5,1,ByOtherMeans,100,264,1
0,27.87,10.825,1,1,4,White,0.828,1,0,13,0,ByOtherMeans,80,290,1
1,76.54,6.29,1,1,8,White,5.004,1,0,1,1,ByOtherMeans,240,276,1
0,32.11,5.776,0,1,1,White,0.0,1,0,0,1,ByOtherMeans,180,257,1
1,38.94,6.561,1,1,5,White,6.092,1,0,0,1,ByOtherMeans,40,1192,1
0,13.75,5.664,0,1,3,Black,0.0,1,0,6,0,ByOtherMeans,100,509,1
1,31.82,7.219,1,1,0,White,2.519,1,0,6,0,Temporary,100,0,1
0,32.85,12.697,0,1,9,White,3.822,1,0,14,1,ByOtherMeans,232,0,1
0,23.48,7.934,1,0,11,Black,2.742,1,0,0,0,ByOtherMeans,0,810,1
1,58.77,10.104,1,1,9,White,1.226,1,0,7,0,Temporary,239,0,1
1,24.21,4.99,1,1,9,White,1.928,1,0,0,1,ByOtherMeans,300,0,1
1,16.95,9.922,0,1,7,White,0.0,1,0,19,1,ByOtherMeans,100,0,1
1,18.5,18.356,0,0,4,Black,3.602,1,0,0,1,Temporary,80,80,1
