Gender,Age,Debt,Married,BankCustomer,Job,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
1,54.14,0.0,1,1,4,Other,0.0,1,0,0,1,ByBirth,396,0,1
0,48.01,9.703,1,1,9,White,0.0,1,0,0,1,ByBirth,240,0,1
1,30.67,11.257,1,1,7,White,0.0,1,1,0,1,ByBirth,160,0,1
0,48.14,18.414,0,0,4,Black,0.0,1,0,0,1,ByBirth,140,0,1
1,38.65,0.0,1,1,6,White,0.044,1,0,0,1,ByBirth,450,0,1
0,19.69,1.346,1,1,8,White,0.0,1,1,2,1,ByBirth,370,0,1
0,14.41,5.751,1,1,9,White,0.0,1,1,0,1,ByBirth,164,0,1
1,13.75,0.02,0,1,1,White,0.0,1,1,0,1,ByBirth,225,0,1
1,49.97,0.0,1,1,4,White,0.191,1,1,0,1,ByBirth,164,0,1
1,29.61,0.986,0,1,9,White,0.0,1,1,2,1,ByBirth,100,0,1
1,13.75,0.801,0,1,4,White,0.0,1,1,0,1,ByBirth,290,0,1
0,56.84,0.0,1,1,13,White,0.0,1,1,1,1,ByOtherMeans,180,0,1
1,13.75,0.644,1,1,5,White,0.0,1,1,1,1,ByBirth,280,0,1
1,45.42,0.0,0,1,8,White,0.0,1,1,0,1,ByBirth,80,0,1
0,21.12,11.187,1,1,4,Asian,0.0,1,1,1,1,ByBirth,160,0,1
1,40.61,6.022,1,0,9,Latino,0.0,1,1,2,1,ByBirth,80,0,1
0,22.94,0.0,1,1,6,Black,0.0,1,1,0,1,ByBirth,120,0,1
0,41.04,0.0,0,1,6,Black,0.0,1,1,0,1,ByBirth,396,0,1
1,30.7,11.299,0,0,7,Black,0.0,1,0,0,1,ByBirth,375,0,1
1,46.59,10.805,1,1,4,White,0.0,1,1,1,1,ByBirth,80,0,1
1,31.86,0.0,1,1,4,White,0.0,1,0,0,1,ByBirth,180,0,1
0,39.69,0.0,0,1,4,Black,0.0,1,1,0,1,ByBirth,396,0,1
1,13.75,0.0,0,1,5,White,0.0,1,1,0,1,ByBirth,380,0,1
0,32.53,6.912,1,0,1,Black,0.0,1,0,0,1,ByBirth,43,0,1
1,30.7,0.0,1,1,4,White,0.031,1,1,0,1,ByBirth,260,0,1
0,22.33,9.022,0,1,4,White,0.0,1,1,2,1,ByBirth,120,0,1
1,26.77,3.519,1,1,4,Asian,0.0,1,1,1,1,ByBirth,80,0,1
0,64.2,2.015,1,1,1,Latino,0.0,1,1,0,1,ByBirth,88,0,1
1,22.7,0.0,1,1,8,White,0.11,1,1,0,1,ByBirth,80,0,1
0,43.25,3.164,1,0,4,Latino,0.0,1,0,1,1,ByBirth,100,0,1
0,17.2,2.016,1,1,10,Black,0.0,1,1,2,1,ByBirth,440,0,1
0,20.66,3.59,1,1,7,White,0.111,1,1,0,1,ByBirth,232,0,1
