Gender,Age,Debt,Married,BankCustomer,Job,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
0,13.75,0.0,1,1,7,White,1.5,1,0,0,0,ByBirth,110,203,1
0,55.16,0.0,1,1,7,White,1.491,1,0,7,0,ByBirth,0,0,1
1,17.66,0.0,0,0,7,White,2.052,1,0,0,0,ByBirth,450,360,1
0,33.31,0.0,1,1,4,White,2.462,1,0,0,0,ByBirth,100,0,1
0,21.04,0.0,1,1,7,Black,2.598,1,0,1,0,ByBirth,400,266,1
1,27.76,0.244,1,1,4,White,1.604,1,0,10,1,ByBirth,100,189,1
1,20.05,0.0,1,1,1,White,2.847,1,0,3,0,ByBirth,164,389,1
1,36.08,0.0,1,0,1,Black,2.712,1,0,9,1,ByBirth,0,0,1
1,32.37,0.0,0,1,6,Asian,2.158,1,0,6,0,ByBirth,0,33,1
1,27.13,0.0,1,1,4,White,3.888,1,0,0,1,ByBirth,110,27,1
1,62.42,0.0,1,1,4,White,3.264,1,0,0,0,ByBirth,260,0,1
1,13.75,0.369,0,1,4,White,0.136,1,0,11,0,ByBirth,300,0,1
1,13.75,0.0,0,1,4,White,0.0,1,0,0,1,ByBirth,0,0,1
0,65.4,0.0,1,1,7,White,3.034,1,0,4,0,ByBirth,0,0,1
1,25.32,0.0,1,1,7,Black,2.158,1,0,0,1,ByBirth,164,0,1
1,16.35,0.213,1,1,13,Black,1.46,1,0,0,0,ByBirth,260,0,1
1,16.24,0.0,1,1,7,Other,3.068,1,0,11,1,ByBirth,32,28,1
1,69.89,0.0,1,0,4,White,2.613,1,0,9,0,ByBirth,0,148,1
1,33.56,0.0,1,1,4,Asian,1.919,1,0,0,1,ByBirth,200,0,1
1,13.75,0.0,1,1,4,Other,1.927,1,0,2,0,ByBirth,100,0,1
1,19.71,0.0,1,1,4,White,0.971,1,0,12,0,ByBirth,0,0,1
1,15.62,0.0,0,1,10,White,2.291,1,0,0,0,ByBirth,431,0,1
1,73.98,0.0,1,1,4,White,0.646,1,0,1,1,ByBirth,280,0,1
0,64.09,0.0,0,1,10,Black,3.693,1,0,15,1,ByBirth,80,0,1
1,30.48,0.0,1,1,4,White,0.0,1,0,2,1,ByBirth,160,306,1
1,36.24,0.536,0,1,4,Other,4.628,1,0,4,1,ByBirth,360,353,1
0,42.61,0.0,1,1,13,White,0.0,1,0,7,0,ByBirth,0,0,1
1,25.72,0.0,1,1,13,White,2.846,1,0,5,1,ByBirth,260,0,1
1,55.05,0.0,1,1,4,White,0.324,1,0,1,0,ByBirth,100,0,1
0,14.98,0.0,1,1,13,White,0.0,1,0,11,0,ByBirth,455,0,1
1,15.56,0.092,1,1,4,Black,0.276,1,0,0,0,ByBirth,96,132,1
1,18.45,0.325,1,1,7,White,2.625,1,0,3,1,ByBirth,0,263,1
1,17.3,0.0,1,1,7,White,1.62,1,0,13,0,ByBirth,400,0,1
1,67.78,0.0,0,1,4,White,3.27,1,0,1,0,ByBirth,0,2,1
0,20.44,0.404,0,1,4,Black,3.13,1,0,4,0,ByBirth,100,0,1
1,39.32,0.0,1,1,4,Black,4.078,1,0,3,0,ByBirth,60,127,1
1,24.27,0.0,1,1,13,White,3.887,1,0,7,1,ByBirth,80,0,1
1,13.75,0.0,0,0,1,White,0.0,1,0,11,1,ByBirth,96,249,1
0,34.23,0.0,1,1,0,White,9.578,1,0,0,0,ByBirth,80,188,1
0,24.74,0.0,0,1,0,Black,15.438,1,0,11,0,ByBirth,380,116,1
0,50.74,0.141,0,1,8,Black,1.703,1,0,6,1,ByBirth,80,0,1
1,23.09,0.0,1,1,7,White,1.312,1,0,0,1,ByBirth,440,402,1
0,53.97,0.0,0,1,8,White,0.0,1,0,3,0,ByBirth,300,323,1
0,61.55,0.0,0,1,4,Black,8.436,1,0,11,1,ByBirth,164,0,1
0,22.01,0.0,1,1,4,White,3.313,1,0,7,0,ByBirth,0,0,1
1,21.19,0.0,1,1,11,White,0.0,1,0,0,0,ByBirth,160,0,1
0,39.42,0.561,1,1,8,White,4.038,1,0,16,0,ByBirth,440,0,1
0,24.31,0.0,1,0,8,Black,3.684,1,0,1,1,ByBirth,393,335,1
1,45.4,0.0,1,1,3,Black,0.963,1,0,0,0,ByBirth,0,0,1
1,28.63,0.196,1,0,1,White,3.018,1,0,3,0,ByBirth,300,110,1
1,61.28,0.0,0,1,13,White,2.1,1,0,0,1,ByBirth,164,0,1
1,35.34,0.0,0,1,7,White,1.873,1,0,16,0,ByBirth,24,106,1
1,18.06,0.0,1,1,4,Asian,22.971,1,0,1,0,ByBirth,140,0,1
1,52.01,0.0,1,0,5,White,0.0,1,0,1,0,ByBirth,160,0,1
1,24.86,0.0,0,1,3,White,0.0,1,0,7,0,ByBirth,80,0,1
1,17.79,0.0,1,1,6,Black,3.095,1,0,23,1,ByBirth,120,0,1
1,66.58,0.417,0,0,8,Black,1.779,1,0,0,1,ByBirth,43,233,1
1,23.83,0.055,0,1,3,White,11.125,1,0,3,1,ByBirth,450,356,1
1,28.55,0.0,0,1,3,Asian,1.139,1,0,0,0,ByBirth,100,301,1
1,27.3,0.0,0,1,5,White,6.305,1,0,7,1,ByBirth,396,0,1
1,24.05,0.0,1,1,6,Black,0.0,1,0,10,1,ByBirth,360,40,1
0,27.41,0.0,1,1,8,Asian,2.012,1,0,0,0,ByBirth,0,0,1
1,43.2,0.0,1,1,4,White,5.21,1,0,1,0,ByBirth,520,203,1
1,30.36,0.477,1,1,10,White,3.166,1,0,1,0,ByBirth,520,0,1
0,71.54,0.0,1,1,8,White,4.155,1,0,3,0,ByBirth,80,287,1
0,54.86,0.0,0,1,4,White,3.987,1,0,1,0,ByBirth,168,313,1
1,18.59,0.295,1,1,7,Black,0.394,1,0,3,0,ByBirth,100,248,1
