Gender,Age,Debt,Married,BankCustomer,Job,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
1,28.89,10.304,1,1,6,White,0.724,0,1,0,1,ByBirth,160,86,0
0,19.1,1.939,1,1,7,Black,1.337,0,0,2,1,ByBirth,350,102,0
0,26.75,1.034,1,1,1,Black,1.546,1,1,2,1,ByBirth,120,0,1
1,19.64,2.549,1,0,0,Other,1.68,0,0,0,1,ByBirth,0,53,0
0,44.92,3.712,1,1,1,White,0.641,0,0,0,1,ByBirth,0,86,0
0,21.03,0.0,1,1,0,Other,1.373,1,1,0,1,ByBirth,100,767,1
1,36.95,1.674,0,1,13,White,1.037,1,0,1,1,ByOtherMeans,340,632,1
1,31.88,1.398,1,1,4,White,0.657,0,0,1,1,ByBirth,440,4810,1
1,22.69,2.146,1,1,4,White,1.459,0,1,1,1,ByBirth,0,167,1
1,15.17,0.614,1,1,1,White,1.382,0,0,0,1,ByBirth,160,5000,0
0,19.49,3.293,0,1,3,White,1.295,1,1,0,1,ByBirth,160,82,0
1,60.7,0.037,1,1,9,White,1.21,1,1,0,1,ByBirth,450,403,1
0,50.25,1.755,1,1,8,White,0.974,1,1,0,1,ByBirth,154,4106,1
1,42.29,1.666,0,1,8,Other,1.696,1,1,0,1,ByBirth,0,310,1
1,35.04,3.272,1,1,0,Black,1.308,0,0,0,1,ByBirth,110,135,0
