Gender,Age,Debt,Married,BankCustomer,Job,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
0,30.97,1.903,1,1,13,White,9.126,1,1,0,0,ByBirth,180,0,1
1,49.89,0.0,1,1,5,White,5.81,1,1,0,1,ByBirth,120,0,1
0,13.75,14.584,1,1,7,White,4.422,1,0,8,1,ByBirth,370,0,1
1,21.65,3.833,1,1,11,White,4.32,0,1,9,0,ByBirth,181,0,1
1,37.15,0.0,1,0,7,White,6.461,1,1,0,1,ByBirth,121,0,1
0,19.98,5.369,1,1,4,White,16.585,1,1,1,0,ByBirth,120,0,1
1,70.46,1.863,1,0,5,White,3.918,1,0,0,0,ByBirth,340,0,1
0,60.04,2.27,1,1,8,White,18.428,1,0,6,0,ByBirth,0,0,1
1,21.04,0.0,1,0,13,White,12.902,1,1,0,1,ByBirth,0,0,1
0,22.5,0.0,1,1,7,White,5.653,1,1,0,1,ByBirth,380,0,1
1,34.04,0.281,1,1,7,White,9.012,1,0,0,1,ByBirth,128,0,1
1,21.95,0.317,1,1,9,White,4.369,1,1,7,1,ByBirth,100,0,1
1,43.83,0.0,1,1,10,Asian,4.266,1,1,0,0,ByBirth,180,0,1
0,26.14,27.485,1,1,8,White,5.515,1,1,0,0,ByBirth,303,0,1
1,13.75,4.833,1,1,4,Other,13.926,1,1,0,0,ByBirth,0,0,1
1,20.11,0.0,1,1,8,Asian,4.113,1,0,1,0,ByBirth,160,0,1
1,29.89,0.0,1,1,9,Asian,6.651,1,1,0,1,ByBirth,280,0,1
0,17.94,2.198,1,1,10,White,6.658,1,1,1,0,ByBirth,120,0,1
0,31.54,3.984,1,1,13,Other,9.064,1,0,4,1,ByBirth,80,0,1
1,13.75,0.23,1,1,9,White,10.876,1,1,0,0,ByBirth,120,0,1
1,55.46,0.0,1,1,9,White,8.038,1,0,12,1,ByBirth,120,0,1
0,25.89,3.429,1,1,10,White,12.729,1,1,21,1,ByBirth,360,0,1
1,33.28,0.0,1,1,8,Other,7.302,1,1,8,0,ByBirth,160,0,1
1,66.06,1.432,1,1,13,Latino,5.86,1,1,0,1,ByBirth,70,0,1
1,19.45,0.0,1,1,8,White,6.326,1,0,0,0,ByBirth,240,0,1
0,35.86,1.17,1,1,4,White,22.044,1,0,5,1,ByBirth,100,0,1
1,43.26,1.506,1,1,9,White,6.011,1,1,5,0,ByBirth,583,0,1
1,51.16,1.765,1,0,4,White,8.965,1,1,0,0,ByBirth,120,0,1
1,47.06,12.311,1,1,9,White,26.668,1,1,5,1,ByBirth,100,0,1
0,16.26,3.09,1,1,4,Asian,5.63,1,0,0,0,ByBirth,180,0,1
0,15.3,3.588,1,1,13,White,10.361,1,1,0,1,ByBirth,500,0,1
1,18.19,0.0,1,1,7,White,6.757,1,0,7,0,ByBirth,340,0,1
1,50.69,1.059,1,0,9,White,23.464,1,1,1,0,ByBirth,455,0,1
0,13.75,14.219,1,1,1,White,6.531,1,1,2,0,ByBirth,0,0,1
0,31.91,2.46,1,0,4,White,6.916,1,1,0,0,ByBirth,92,0,1
1,42.6,5.663,1,1,4,Asian,21.738,1,1,1,1,ByBirth,80,0,1
1,23.27,3.045,1,1,4,White,11.391,1,0,5,0,ByBirth,370,0,1
1,38.69,0.0,1,1,7,White,9.462,0,1,6,1,ByBirth,0,0,1
0,55.65,0.0,1,1,8,White,6.257,1,1,0,1,ByBirth,80,0,1
1,30.39,0.0,1,1,4,White,7.851,1,1,12,1,ByBirth,0,0,1
0,30.54,1.205,1,1,8,White,4.532,1,0,1,1,ByBirth,400,0,1
0,25.04,2.011,1,1,4,White,4.469,1,1,1,0,ByBirth,120,0,1
1,50.82,9.864,1,1,8,White,10.722,1,1,0,1,ByBirth,144,0,1
0,76.75,0.111,1,1,3,White,15.005,1,1,3,0,ByBirth,560,0,1
1,26.42,0.042,1,1,6,Asian,7.3,1,1,10,0,ByBirth,450,0,1
0,13.75,0.0,1,1,7,White,25.587,1,1,0,0,ByBirth,110,0,1
1,23.33,1.341,1,1,8,White,5.524,1,1,3,0,ByBirth,0,0,1
1,61.3,12.797,1,1,9,White,7.628,1,1,1,0,ByBirth,520,0,1
1,13.75,3.049,1,0,1,White,7.714,1,1,2,1,ByBirth,154,0,1
1,73.05,0.0,1,1,13,White,15.604,1,1,1,0,ByBirth,140,0,1
1,20.98,0.612,1,1,6,White,5.775,1,1,1,0,ByBirth,0,0,1
1,28.54,3.055,1,1,8,Latino,4.28,1,0,9,1,ByBirth,0,0,1
1,14.69,1.556,1,1,4,White,5.156,1,1,8,0,ByBirth,70,0,1
0,69.66,0.0,1,1,4,White,5.638,1,0,4,0,ByBirth,0,0,1
1,15.62,1.058,1,1,8,White,7.865,1,1,2,0,ByBirth,200,0,1
1,25.95,2.105,1,1,4,White,13.308,1,1,8,0,ByBirth,450,0,1
0,39.43,4.075,1,1,5,White,4.561,1,1,3,0,ByBirth,0,0,1
1,45.77,0.626,1,1,2,White,10.372,1,1,10,1,ByBirth,0,0,1
0,36.4,2.129,1,0,9,White,24.472,1,1,0,1,ByBirth,0,0,1
1,27.39,0.0,1,1,8,White,8.671,1,1,11,1,ByBirth,240,0,1
0,73.63,7.919,1,1,13,White,20.761,1,1,0,0,ByBirth,20,0,1
0,34.77,0.071,1,1,2,Asian,13.994,1,0,1,1,ByBirth,128,0,1
1,40.0,23.395,1,1,4,Other,22.793,1,1,0,0,ByBirth,380,0,1
1,45.25,4.783,1,1,4,White,6.519,1,1,10,1,ByBirth,50,0,1
0,17.74,3.875,1,1,13,Asian,5.373,1,1,5,0,ByBirth,60,0,1
1,76.75,0.0,1,1,0,White,4.307,1,1,3,1,ByBirth,0,0,1
1,20.16,7.645,1,1,8,White,4.865,1,1,0,0,ByBirth,349,0,1
1,19.44,3.963,1,1,0,White,9.288,1,1,1,1,ByBirth,180,0,1
1,25.68,0.549,1,0,6,White,7.277,1,1,0,1,ByBirth,0,0,1
1,48.64,0.0,1,1,4,White,4.282,1,1,9,1,ByBirth,100,0,1
0,58.88,0.0,1,1,7,White,4.276,1,1,2,0,ByBirth,470,0,1
1,43.69,4.521,1,0,2,White,10.784,1,1,0,1,ByBirth,290,0,1
0,59.0,0.0,1,1,7,White,5.337,1,1,9,0,ByBirth,0,0,1
1,43.91,2.231,1,1,3,White,8.526,1,0,0,1,ByBirth,290,0,1
0,15.43,1.759,1,1,6,White,6.569,1,1,0,0,ByBirth,40,0,1
1,27.17,2.406,1,1,5,Latino,11.715,0,0,0,0,ByBirth,288,0,0
1,23.9,1.002,1,0,1,White,4.964,1,0,0,0,ByBirth,160,0,0
0,42.64,22.03,1,1,7,White,4.641,0,0,0,1,ByBirth,280,0,0
0,36.74,11.351,1,1,9,White,4.406,0,0,4,0,ByBirth,0,0,0
1,21.27,17.606,1,1,6,White,5.512,0,0,0,1,ByBirth,0,0,0
0,41.09,18.224,1,1,8,White,7.604,0,0,0,1,ByBirth,120,0,0
0,27.31,1.033,1,1,1,White,4.119,0,1,0,1,ByBirth,240,0,0
1,21.8,18.811,1,0,4,White,4.81,0,0,0,1,ByBirth,145,0,0
1,20.46,16.791,1,1,2,White,7.692,0,0,0,1,ByBirth,160,0,0
0,26.67,1.536,1,1,2,White,4.7,0,0,0,0,ByBirth,180,0,0
1,36.8,4.518,1,0,4,Latino,5.788,0,0,0,1,ByBirth,180,0,0
0,35.21,18.669,1,0,13,Other,4.238,0,0,0,0,ByBirth,0,0,0
1,15.17,0.821,1,1,3,White,5.197,0,0,3,0,ByBirth,420,0,0
0,21.18,3.536,1,0,3,Asian,4.639,0,0,3,1,ByBirth,200,0,0
0,15.98,2.575,1,1,4,Latino,4.148,0,0,0,1,ByBirth,100,0,0
1,16.13,0.752,1,1,4,Other,4.316,0,1,0,0,ByBirth,240,0,0
1,31.5,0.984,1,1,4,White,4.211,0,0,0,1,ByBirth,100,0,0
0,32.24,1.981,1,1,4,White,4.834,0,0,0,1,ByBirth,0,0,0
1,32.95,2.393,1,0,9,Other,7.028,0,0,0,0,ByBirth,0,0,0
0,40.53,8.861,1,1,4,Asian,4.037,0,0,2,0,ByBirth,73,0,0
1,24.72,2.59,1,1,6,White,4.258,0,0,0,1,ByBirth,180,0,0
1,22.56,9.861,1,1,4,White,9.296,0,0,0,0,ByBirth,0,0,0
1,21.69,6.499,1,1,1,White,8.647,0,0,0,0,ByBirth,120,0,0
1,48.52,0.0,1,0,5,White,4.711,1,0,0,0,ByBirth,136,0,0
1,26.4,3.438,1,1,8,White,4.293,0,0,0,0,ByBirth,140,0,0
1,18.58,10.737,1,1,4,White,5.517,0,0,1,0,ByBirth,0,0,0
1,28.93,2.641,1,1,6,White,5.681,0,0,0,0,ByBirth,80,0,0
0,25.12,1.862,1,0,0,Asian,4.18,0,0,3,1,ByBirth,0,0,0
0,29.31,1.641,1,1,6,White,8.862,1,0,0,1,ByBirth,0,0,0
1,42.38,2.695,1,0,2,White,4.774,1,0,0,0,ByBirth,176,0,0
0,15.17,2.645,1,1,7,Latino,4.738,0,0,0,0,ByBirth,140,0,0
1,21.92,0.637,1,1,4,White,6.081,1,0,0,0,ByBirth,300,0,0
0,33.78,0.766,1,1,0,Latino,4.176,0,1,3,1,ByBirth,0,0,0
1,40.99,4.97,1,1,4,White,5.313,0,0,2,1,ByBirth,212,0,0
1,60.59,3.544,1,0,6,Asian,4.33,0,0,0,1,ByBirth,240,0,0
1,18.86,2.646,1,0,1,White,5.66,0,1,0,0,ByBirth,80,0,0
1,32.38,1.439,1,0,0,White,11.092,0,1,1,0,ByBirth,420,0,0
1,21.26,2.986,1,1,9,White,5.591,1,0,0,1,ByBirth,0,0,0
1,18.2,1.786,1,1,4,Latino,4.991,0,1,0,0,ByBirth,180,0,0
1,28.01,2.566,1,0,7,Latino,3.976,0,0,0,0,ByBirth,120,0,0
0,19.68,4.322,1,0,7,White,4.952,1,0,0,1,ByBirth,200,0,0
1,25.78,3.737,1,0,4,White,5.236,1,0,0,0,ByBirth,100,0,0
1,15.17,16.673,1,1,10,White,8.63,0,1,0,1,ByBirth,0,0,0
1,15.17,3.583,1,0,6,White,4.586,0,1,0,1,ByBirth,180,0,0
1,27.1,3.42,1,1,7,Other,6.818,0,1,0,1,ByBirth,180,0,0
1,18.13,3.528,1,1,2,Latino,3.912,0,0,0,0,ByBirth,0,0,0
1,25.39,2.777,1,0,11,Latino,6.993,0,0,0,1,ByBirth,160,0,0
1,27.49,5.545,1,1,9,White,4.16,0,1,2,1,ByBirth,300,0,0
1,22.47,0.925,1,0,7,White,5.508,1,0,0,0,ByBirth,100,0,0
1,21.6,2.391,1,1,3,Latino,5.878,0,0,0,1,ByBirth,160,0,0
1,34.53,13.31,1,1,5,White,4.468,1,0,0,1,ByBirth,160,0,0
1,58.84,0.524,1,1,2,White,5.164,0,0,0,1,ByBirth,280,0,0
1,58.93,7.066,1,1,2,Latino,4.445,0,0,3,0,ByBirth,340,0,0
0,56.1,1.848,1,0,3,White,6.044,1,0,0,0,ByBirth,369,0,0
1,48.58,5.248,1,1,1,Latino,4.164,0,0,3,0,ByBirth,0,0,0
0,34.92,14.11,1,0,6,White,3.998,0,0,0,0,ByBirth,167,0,0
1,15.17,18.629,1,1,4,Asian,4.205,1,1,0,0,ByBirth,130,0,0
1,18.42,18.264,1,0,4,White,6.004,0,0,0,1,ByBirth,0,0,0
1,18.55,0.206,1,1,8,Latino,5.181,1,0,0,1,ByBirth,0,0,0
0,24.95,16.698,1,0,2,White,13.875,0,0,0,1,ByBirth,0,0,0
1,37.46,0.842,1,1,1,Latino,4.218,1,0,0,1,ByBirth,720,0,0
1,15.23,3.47,1,1,6,White,5.377,0,1,0,0,ByBirth,280,0,0
1,41.28,4.2,1,0,6,Latino,3.923,1,0,0,1,ByBirth,180,0,0
1,15.17,19.587,1,0,1,White,6.084,0,1,0,0,ByBirth,550,0,0
1,60.15,3.352,1,1,4,White,4.442,1,0,0,1,ByBirth,720,0,0
0,21.91,1.869,1,1,5,White,4.358,0,1,0,1,ByBirth,276,0,0
1,32.89,1.796,1,0,4,White,5.856,0,0,0,1,ByBirth,80,0,0
1,24.79,2.942,1,0,2,Latino,4.326,0,0,0,0,ByBirth,0,0,0
1,62.58,0.756,1,0,6,White,5.982,0,0,0,0,ByBirth,120,0,0
1,15.17,2.766,1,1,4,White,5.106,0,0,0,0,ByBirth,480,0,0
1,18.23,12.016,1,1,4,White,4.575,0,1,0,0,ByBirth,0,0,0
1,17.51,2.563,1,0,5,Asian,4.038,1,0,0,0,ByBirth,0,0,0
1,25.93,2.042,1,1,9,White,5.882,0,0,0,0,ByBirth,280,0,0
0,31.08,17.408,1,1,8,White,4.74,0,0,0,0,ByBirth,0,0,0
1,17.55,3.434,1,0,4,Asian,4.397,0,0,0,1,ByBirth,160,0,0
