Gender,Age,Debt,Married,BankCustomer,Job,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
0,30.93,3.254,1,1,4,White,0.0,1,1,0,1,ByBirth,80,27,0
1,50.27,7.903,1,0,13,White,0.0,1,0,0,0,ByBirth,0,194,1
1,36.73,6.124,1,1,5,Other,0.0,1,0,0,0,ByBirth,0,104,0
1,43.45,3.203,1,1,13,White,0.0,1,0,0,0,ByBirth,120,0,1
1,23.86,9.846,1,1,12,White,0.0,1,0,0,0,ByBirth,487,2689,1
0,15.17,19.316,1,0,0,White,0.0,1,0,0,0,ByBirth,180,549,0
1,21.86,4.035,1,1,3,White,0.0,1,0,0,1,ByBirth,0,14,1
1,48.53,4.575,1,0,7,White,0.0,1,1,0,0,ByBirth,52,528,1
1,15.17,3.448,1,0,8,White,0.0,1,0,0,0,ByBirth,240,153,0
1,26.26,10.832,1,1,1,Latino,0.0,1,0,0,1,ByBirth,0,58,0
1,20.64,13.513,1,0,10,White,0.0,1,0,0,1,ByBirth,200,677,0
0,21.41,8.363,1,0,9,Latino,0.0,1,0,0,0,ByBirth,174,173,0
1,27.0,9.388,1,0,11,White,0.0,1,0,0,0,ByBirth,200,4609,1
1,20.34,3.83,1,0,2,Black,0.0,1,0,0,1,ByBirth,100,0,0
0,23.53,15.073,1,1,9,Other,0.0,1,0,0,1,ByBirth,0,1544,0
