Gender,Age,Debt,Married,BankCustomer,Job,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
1,36.6,6.448,1,1,5,White,0.0,1,0,0,0,ByOtherMeans,300,33,0
1,23.08,6.098,0,1,8,White,2.634,1,0,7,0,ByBirth,120,0,1
1,28.91,1.985,1,1,4,White,0.0,1,0,0,0,ByBirth,120,0,0
0,20.75,5.162,0,1,4,White,2.056,1,0,0,0,ByBirth,80,0,1
0,26.64,9.152,0,1,4,White,1.519,1,0,0,1,ByBirth,181,0,1
1,18.91,6.792,0,1,0,White,5.874,1,0,16,0,ByBirth,0,0,1
1,18.0,7.59,1,1,3,White,2.466,1,0,3,0,ByBirth,140,81,1
1,19.01,3.484,0,1,7,White,0.73,1,0,4,1,ByBirth,300,0,1
1,19.75,4.145,0,1,12,White,1.708,1,0,0,0,ByBirth,370,0,1
0,25.41,2.167,0,1,4,White,0.652,1,0,0,1,ByBirth,370,0,1
1,17.28,6.979,1,1,4,White,0.334,1,0,0,1,ByBirth,200,0,0
1,18.25,3.061,1,1,7,White,0.0,1,0,0,0,ByBirth,200,0,0
1,17.23,2.076,1,1,2,White,0.01,1,0,0,0,ByBirth,200,79,0
1,28.72,5.079,0,1,4,White,2.259,1,0,0,1,ByBirth,393,224,1
1,38.43,2.051,1,1,4,White,0.574,1,0,0,1,ByBirth,160,122,0
